key,title,metatitle,metayear,imdbtitle,imdbyear,releaseyear,releasemonth,releaseday,opening_date,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,rank_in_year,studio,totaltheaters,mpaa,budget,country,language,nGenres,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,boxofficemojo_url,metacritic_url,meta_retrieved,cpimultiplier,sourcedataset
22jumps14reet,22 Jump Street,22 Jump Street,2014,22 Jump Street,2014,2014,June,13,6/13/2014,Friday,24,191719337,194204079.711105,278974,7.1,71,158,Sony,3426,R,50000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,57071445,57811108.818971,3306,0000012200,http://www.boxofficemojo.com/movies/?id=22jumpstreet.htm,http://www.metacritic.com/movie/22 jump street,5/9/2017,1.01296031349777,Metacritic
23blast14last,23 Blast,23 Blast,2014,23 Blast,2014,2014,October,24,10/24/2014,Friday,43,549185,558434.728618179,1257,6.4,45,478,OAE,617,PG-13,1000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,337091,342768.504428618,617,0000112101,http://www.boxofficemojo.com/movies/?id=23blast.htm,http://www.metacritic.com/movie/23 blast,5/9/2017,1.01684264613596,Metacritic
24hourp02ople,24 Hour Party People,24 Hour Party People,2002,24 Hour Party People,2002,2002,August,9,8/9/2002,Friday,32,1184096,1582062.34350858,27994,7.4,85,13,MGM,37,R,-1,UK,English,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,34940,46683.0884338683,2,0000012310,http://www.boxofficemojo.com/movies/?id=24hourpartypeople.htm,http://www.metacritic.com/movie/24 hour party people,5/9/2017,1.33609297177642,Metacritic
24thday04hday,The 24th Day,The 24th Day,2004,The 24th Day,2004,2004,May,14,5/14/2004,Friday,20,14460,18461.6960338445,3203,6.6,29, ,Scre.,1,R,1000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001,2554.76167107351,1,0000012101,http://www.boxofficemojo.com/movies/?id=the24thday.htm,http://www.metacritic.com/movie/the 24th day,6/12/2017,1.2767424643046,Metacritic
25thhou02hour,25th Hour,25th Hour,2002,25th Hour,2002,2002,December,19,12/19/2002,Thursday,51,13084595,17462907.3523494,154170,7.7,67,118,BV,495,R,5000000,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108865,145292.950138198,5,0000002311,http://www.boxofficemojo.com/movies/?id=25thhour.htm,http://www.metacritic.com/movie/25th hour,5/9/2017,1.33461580983969,Metacritic
27dress08sses,27 Dresses,27 Dresses,2008,27 Dresses,2008,2008,January,18,1/18/2008,Friday,3,76808654,87853263.9403449,130472,6.1,47,312,Fox,3074,PG-13,30000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23007725,26316093.7189691,3057,0000122100,http://www.boxofficemojo.com/movies/?id=27dresses.htm,http://www.metacritic.com/movie/27 dresses,5/9/2017,1.14379382224749,Metacritic
28days00days,28 Days,28 Days,2000,28 Days,2000,2000,April,14,4/14/2000,Friday,15,37170488,52388472.0304495,36077,6,46,230,Sony,2523,PG-13,43000000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10310672,14531968.2562989,2523,0000122100,http://www.boxofficemojo.com/movies/?id=28days.htm,http://www.metacritic.com/movie/28 days,5/9/2017,1.40941039112668,Metacritic
28daysl02ater,28 Days Later,28 Days Later...,2003,28 Days Later...,2002,2003,June,27,6/27/2003,Friday,26,45064915,59227613.2731628,312913,7.6,73,65,FoxS,1407,R,8000000,UK,English,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10061858,13224031.0324224,1260,0000002311,http://www.boxofficemojo.com/movies/?id=28dayslater.htm,http://www.metacritic.com/movie/28 days later...,5/9/2017,1.31427327163854,Metacritic
28hotel12ooms,28 Hotel Rooms,28 Hotel Rooms,2012,28 Hotel Rooms,2012,2012,November,9,11/9/2012,Friday,45,18869,19787.8577888203,2485,5.8,50,399,Osci.,5, ,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1869,1960.01410818301,1,0000111100,http://www.boxofficemojo.com/movies/?id=28hotelrooms.htm,http://www.metacritic.com/movie/28 hotel rooms,5/9/2017,1.04869668709631,Metacritic
28weeks07ater,28 Weeks Later,28 Weeks Later,2007,28 Weeks Later,2007,2007,May,11,5/11/2007,Friday,19,28638916,33250223.6976951,221323,7,78,41,FoxA,2305,R,15000000,UK,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9807292,11386417.4492015,2303,0000013200,http://www.boxofficemojo.com/movies/?id=28weekslater.htm,http://www.metacritic.com/movie/28 weeks later,5/9/2017,1.16101544128608,Metacritic
2automn13vers,"2 Autumns, 3 Winters","2 Autumns, 3 Winters",2014,2 automnes 3 hivers,2013,2014,June,6,6/6/2014,Friday,23,5819,5894.41606424355,524,6.6,75,112,FM,1, ,-1,France,French,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2163,2191.03315809569,1,0000012200,http://www.boxofficemojo.com/movies/?id=2autumns3winters.htm,"http://www.metacritic.com/movie/2 autumns, 3 winters",5/9/2017,1.01296031349777,Metacritic
2daysin07aris,2 Days in Paris,2 Days in Paris,2007,2 Days in Paris,2007,2007,August,10,8/10/2007,Friday,32,4433994,5148727.80680752,27608,6.8,67,153,Gold.,148, ,-1,France,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,173641,201630.90998812,10,0000013200,http://www.boxofficemojo.com/movies/?id=2daysinparis.htm,http://www.metacritic.com/movie/2 days in paris,5/9/2017,1.16119413035009,Metacritic
2daysin12york,2 Days in New York,2 Days in New York,2012,2 Days in New York,2012,2012,August,10,8/10/2012,Friday,32,633210,663589.809487844,12442,6,61,248,Magn.,42,R,8000000,France,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23942,25090.6764245005,2,0000122100,http://www.boxofficemojo.com/movies/?id=2daysinnewyork.htm,http://www.metacritic.com/movie/2 days in new york,5/9/2017,1.04797746322364,Metacritic
2fast2f03ious,2 Fast 2 Furious,2 Fast 2 Furious,2003,2 Fast 2 Furious,2003,2003,June,6,6/6/2003,Friday,23,127154901,167116287.742145,204660,5.9,38,340,Uni.,3418,PG-13,76000000,USA,English,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,50472480,66334631.4173108,3408,0000121000,http://www.boxofficemojo.com/movies/?id=2fast2furious.htm,http://www.metacritic.com/movie/2 fast 2 furious,5/9/2017,1.31427327163854,Metacritic
2guns13guns,2 Guns,2 Guns,2013,2 Guns,2013,2013,August,2,8/2/2013,Friday,31,75612460,78054992.3366556,165189,6.7,55,345,Uni.,3028,R,61000000,USA,English,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,27059130,27933229.3220796,3025,0000023100,http://www.boxofficemojo.com/movies/?id=2guns.htm,http://www.metacritic.com/movie/2 guns,5/9/2017,1.03230330472855,Metacritic
2jacks12acks,2 Jacks,2 Jacks,2013,2 Jacks,2012,2013,October,18,10/18/2013,Friday,42, , ,243,4.8,38,527,BGP, , ,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , , ,1001110001,http://www.boxofficemojo.com/movies/?id=2jacks.htm,http://www.metacritic.com/movie/2 jacks,5/9/2017,1.0337663672253,Metacritic
2states14ates,2 States,2 States,2014,2 States,2014,2014,April,18,4/18/2014,Friday,16,2238174,2279336.34156712,19123,6.9, , ,UTV,137, ,-1,India,Hindi,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1073898,1093648.09819802,135,0000012211,http://www.boxofficemojo.com/movies/?id=2states.htm,http://www.metacritic.com/movie/2 states,6/12/2017,1.01839103732199,Metacritic
3:10toy07yuma,3:10 to Yuma (2007),3:10 to Yuma,2007,3:10 to Yuma,2007,2007,September,7,9/7/2007,Friday,36,53606916,62076957.8575087,247962,7.7,76,56,LGF,3006,R,55000000,USA,English,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14035033,16252607.2581707,2652,0000002311,http://www.boxofficemojo.com/movies/?id=310toyuma(2007).htm,http://www.metacritic.com/movie/3:10 to yuma,5/9/2017,1.15800278190801,Metacritic
300:ris14pire,300: Rise of An Empire,300: Rise of an Empire,2014,300: Rise of an Empire,2014,2014,March,7,3/7/2014,Friday,10,106580051,108897998.980215,237177,6.2,48,452,WB,3490,R,110000000,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45038460,46017975.4572501,3470,0000122100,http://www.boxofficemojo.com/movies/?id=300riseofanempire.htm,http://www.metacritic.com/movie/300: rise of an empire,5/9/2017,1.02174842250934,Metacritic
30006300,300,300,2007,300,2006,2007,March,9,3/9/2007,Friday,10,210614939,247619628.504461,635347,7.7,52,303,WB,3280,R,65000000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70885301,83339728.8121469,3103,0000001211,http://www.boxofficemojo.com/movies/?id=300.htm,http://www.metacritic.com/movie/300,5/9/2017,1.17569831314036,Metacritic
3000mil01land,3000 Miles to Graceland,3000 Miles to Graceland,2001,3000 Miles to Graceland,2001,2001,February,23,2/23/2001,Friday,8,15749959,21629943.6933333,38973,5.9,21,372,WB,2545,R,62000000,USA,English,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,7160521,9833782.17333333,2545,0000122100,http://www.boxofficemojo.com/movies/?id=3000milestograceland.htm,http://www.metacritic.com/movie/3000 miles to graceland,5/9/2017,1.37333333333333,Metacritic
30beats12eats,30 Beats,30 Beats,2012,30 Beats,2012,2012,July,20,7/20/2012,Friday,29,14693,15483.6247992178,795,4.1,20,563,RAtt.,15,R,1000000,France,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8624,9088.05419372861,15,1111110000,http://www.boxofficemojo.com/movies/?id=30beats.htm,http://www.metacritic.com/movie/30 beats,5/9/2017,1.05380962357707,Metacritic
30dayso07ight,30 Days of Night,30 Days of Night,2007,30 Days of Night,2007,2007,October,19,10/19/2007,Friday,42,39568996,45723196.7792627,143595,6.6,53,290,Sony,2859,R,32000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15951902,18432915.3600338,2855,0000122100,http://www.boxofficemojo.com/movies/?id=30daysofnight.htm,http://www.metacritic.com/movie/30 days of night,5/9/2017,1.15553088026956,Metacritic
30minut11less,30 Minutes or Less,30 Minutes or Less,2011,30 Minutes or Less,2011,2011,August,12,8/12/2011,Friday,32,37053924,39488856.4266172,80877,6.1,49, ,Sony,2888,R,28000000000,Germany,English,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,13330118,14206082.8929175,2888,0000122100,http://www.boxofficemojo.com/movies/?id=30minutesorless.htm,http://www.metacritic.com/movie/30 minutes or less,6/12/2017,1.0657132137103,Metacritic
30years01life,30 Years to Life,30 Years to Life,2002,30 Years to Life,2001,2002,June,7,6/7/2002,Friday,23,103540,138954.2483602,229,6.1,56, ,Inn.,6,R,-1,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3376,4530.70834908282,1,0000111101,http://www.boxofficemojo.com/movies/?id=30yearstolife.htm,http://www.metacritic.com/movie/30 years to life,6/12/2017,1.34203446359088,Metacritic
31/2min15lets,"3 1/2 Minutes, 10 Bullets","3 1/2 Minutes, 10 Bullets",2015,"3½ Minutes, Ten Bullets",2015,2015,June,19,6/19/2015,Friday,25,30407,30763.0085066083,1263,7.2,76,109,Part.,8, ,-1,USA,English,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2238,2264.20275060971,1,0000013200,http://www.boxofficemojo.com/movies/?id=31/2minutes10bullets.htm,"http://www.metacritic.com/movie/3 1/2 minutes, 10 bullets",5/9/2017,1.01170811019201,Metacritic
3103,3 (2011),3 (2011),2011,3,2010,2011,September,16,9/16/2011,Friday,37,59954,63796.8968438311,4396,6.8,55, ,Strand,6, ,-1,Germany,German,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9821,10450.5007823209,4,0000012200,http://www.boxofficemojo.com/movies/?id=3(2011).htm,http://www.metacritic.com/movie/3,6/12/2017,1.06409742208745,Metacritic
311631,31,31,2016,31,2016,2016,August,26,8/26/2016,Friday,35,779820,781707.635240337,10715,5.1,35,551,Saban,538,R,1500000,UK,English,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, , , ,0001111000,http://www.boxofficemojo.com/movies/?id=31.htm,http://www.metacritic.com/movie/31,5/9/2017,1.00242060378079,Metacritic
331533,The 33,The 33,2015,The 33,2015,2015,November,13,11/13/2015,Friday,46,12227722,12438750.8759902,26543,6.9,55,397,WB,2452,PG-13,26000000,Chile,English,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5787266,5887143.98537095,2452,0000013200,http://www.boxofficemojo.com/movies/?id=the33.htm,http://www.metacritic.com/movie/the 33,5/9/2017,1.01725823305356,Metacritic
35rhums08hums,35 Shots of Rum,35 Shots of Rum,2009,35 rhums,2008,2009,September,16,9/16/2009,Wednesday,37,177511,198439.756409485,3240,7,92,3,CGld,5, ,-1,France,French,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9576,10705.0217021887,1,0000012210,http://www.boxofficemojo.com/movies/?id=35shotsofrum.htm,http://www.metacritic.com/movie/35 shots of rum,5/9/2017,1.11790118026198,Metacritic
360011360,360,360,2012,360,2011,2012,August,3,8/3/2012,Friday,31,100343,105157.20259225,13839,6.2,43,462,Magn.,12,R,-1,UK,English,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12186,12770.6533668433,2,0000122100,http://www.boxofficemojo.com/movies/?id=360.htm,http://www.metacritic.com/movie/360,5/9/2017,1.04797746322364,Metacritic
36saint13ints,36 Saints,36 Saints,2013,36 Saints,2013,2013,September,6,9/6/2013,Friday,36,11640,12002.0520267009,248,2.7,19, ,AFP,9,R,-1,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7373,7602.3307210366,9,3110000.01,http://www.boxofficemojo.com/movies/?id=36saints.htm,http://www.metacritic.com/movie/36 saints,6/12/2017,1.03110412600524,Metacritic
39pound05love,39 Pounds of Love,39 Pounds of Love,2005,39 Pounds of Love,2005,2005,November,23,11/23/2005,Wednesday,47,28195,34449.2674089069,241,6.7,56,302,Bal.,8, ,-1,USA,English,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4217,5152.42279352227,1,0000000104,http://www.boxofficemojo.com/movies/?id=39poundsoflove.htm,http://www.metacritic.com/movie/39 pounds of love,5/9/2017,1.22182186234818,Metacritic
3backya10ards,3 Backyards,3 Backyards,2011,3 Backyards,2010,2011,March,11,3/11/2011,Friday,10,43073,46535.7325063656,579,5.1,69,144,Scre.,3,R,300000,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11332,12243.0042198624,1,1001111001,http://www.boxofficemojo.com/movies/?id=3backyards.htm,http://www.metacritic.com/movie/3 backyards,5/9/2017,1.08039218318588,Metacritic
3coeurs14eurs,3 Hearts,3 Hearts,2015,3 coeurs,2014,2015,March,13,3/13/2015,Friday,11,164992,168704.545352132,1737,5.9,56,372,Cohen,29,PG-13,-1,France,French,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11794,12059.3811086783,1,0000122100,http://www.boxofficemojo.com/movies/?id=3hearts.htm,http://www.metacritic.com/movie/3 hearts,5/9/2017,1.02250136583672,Metacritic
3daysto14kill,3 Days to Kill,3 Days to Kill,2014,3 Days to Kill,2014,2014,February,21,2/21/2014,Friday,8,30697999,31567628.1069081,73312,6.2,40,527,Rela.,2872,PG-13,28000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12242218,12589022.008493,2872,0000122100,http://www.boxofficemojo.com/movies/?id=3daystokill.htm,http://www.metacritic.com/movie/3 days to kill,5/9/2017,1.02832852743621,Metacritic
3droupu11jian,Sex and Zen 3D: Extreme Ecstasy,3-D Sex and Zen: Extreme Ecstasy,2011,3D Rou pu tuan: Ji le bao jian,2011,2011,August,12,8/12/2011,Friday,32,153215,163283.250038624,2019,4.4,36,473,CL,10, ,2580000,Hong Kong,Cantonese,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,903,962.339031980401,1,1011110001,http://www.boxofficemojo.com/movies/?id=sexandzen3dextremeecstasy.htm,http://www.metacritic.com/movie/3-d sex and zen: extreme ecstasy,5/9/2017,1.0657132137103,Metacritic
3geezer13ers!,3 Geezers!,3 Geezers!,2013,3 Geezers!,2013,2013,May,22,5/22/2013,Wednesday,21,4175,4327.10983279315,619,3.4,9, , ,15, ,250000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1372,1421.98675223765,15,2110100001,http://www.boxofficemojo.com/movies/?id=3geezers!.htm,http://www.metacritic.com/movie/3 geezers!,6/12/2017,1.03643349288459,Metacritic
3idiots09iots,3 Idiots,3 Idiots,2010,3 Idiots,2009,2009,December,23,12/23/2009,Wednesday,51,6532874,7303783.92846459,236959,8.4,67, ,Relbig.,156,PG-13,8205057,India,Hindi,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1645502,1839678.9930215,119,0000000123,http://www.boxofficemojo.com/movies/?id=3idiots.htm,http://www.metacritic.com/movie/3 idiots,6/12/2017,1.11800471407601,Metacritic
3needle05dles,3 Needles,3 Needles,2006,3 Needles,2005,2006,December,1,12/1/2006,Friday,48, , ,1209,6.7,48,378,Wlfe.,7, ,2310592,Canada,Afrikaans,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,7,0000012201,http://www.boxofficemojo.com/movies/?id=3needles.htm,http://www.metacritic.com/movie/3 needles,5/9/2017,1.19639246778989,Metacritic
3nights14sert,3 Nights in the Desert,3 Nights in the Desert,2015,3 Nights in the Desert,2014,2015,February,6,2/6/2015,Friday,6,1297,1334.07735107915,1923,5.9, , ,Mont.,2,R,-1,USA,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,240.689360179276,2,0000000112,http://www.boxofficemojo.com/movies/?id=3nightsinthedesert.htm,http://www.metacritic.com/movie/3 nights in the desert,6/12/2017,1.02858700931314,Metacritic
3strike00ikes,3 Strikes,3 Strikes,2000,3 Strikes,2000,2000,March,1,3/1/2000,Wednesday,9,9832166,13865651.2950467,1463,4,11,359,MGM,678, ,3400000,USA,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3684704,5196293.55214953,678,1011110000,http://www.boxofficemojo.com/movies/?id=3strikes.htm,http://www.metacritic.com/movie/3 strikes,5/9/2017,1.41023364485981,Metacritic
3weeksi16evan,3 Weeks in Yerevan,3 Weeks in Yerevan,2016,3 Weeks in Yerevan,2016,2016,September,16,9/16/2016,Friday,38,45536,45536.7544443892,47,7.3, , ,RME,4, ,-1,USA,Armenian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29245,29245.4845336912,3,10.00000.5,http://www.boxofficemojo.com/movies/?id=3weeksinyerevan.htm,http://www.metacritic.com/movie/3 weeks in yerevan,6/12/2017,1.00001656808655,Metacritic
4:44las11arth,4:44: Last Day on Earth,4:44 Last Day on Earth,2012,4:44 Last Day on Earth,2011,2012,March,23,3/23/2012,Friday,12,17801,18735.3134895724,4231,4.5,54,344,IFC,3,R,-1,USA,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8355,8793.52531910441,3,1011111000,http://www.boxofficemojo.com/movies/?id=444lastdayonearth.htm,http://www.metacritic.com/movie/4:44 last day on earth,5/9/2017,1.0524865732022,Metacritic
4:riseo07rfer,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer,2007,4: Rise of the Silver Surfer,2007,2007,June,15,6/15/2007,Friday,24,131921738,152866922.558056,219834,5.6,45,353,Fox,3963,PG,130000000,USA,English,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,58051684,67268536.7622485,3959,0001221000,http://www.boxofficemojo.com/movies/?id=fantasticfourriseofthesilversurfer.htm,http://www.metacritic.com/movie/fantastic four: rise of the silver surfer,5/9/2017,1.15876977422823,Metacritic
4044,4,4,2006,4,2004,2006,April,7,4/7/2006,Friday,14,20523,24590.1187890819,1773,6.7,72,94,Leis.,1, ,-1,Russia,Russian,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5815,6967.38004962779,1,0000012111,http://www.boxofficemojo.com/movies/?id=4.htm,http://www.metacritic.com/movie/4,5/9/2017,1.19817369727047,Metacritic
40daysa02ghts,40 Days and 40 Nights,40 Days and 40 Nights,2002,40 Days and 40 Nights,2002,2002,March,1,3/1/2002,Friday,9,37950822,51244646.8518121,63809,5.6,53,250,Mira.,2399,R,17000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12229529,16513420.8362864,2225,0001221000,http://www.boxofficemojo.com/movies/?id=40daysand40nights.htm,http://www.metacritic.com/movie/40 days and 40 nights,5/9/2017,1.35029082774049,Metacritic
40yearo05rgin,The 40-Year-Old Virgin,The 40 Year Old Virgin,2005,The 40 Year Old Virgin,2005,2005,August,19,8/19/2005,Friday,33,109449237,134544542.705621,327778,7.1,73,85,Uni.,3006,R,26000000,USA,English,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21422815,26334791.604277,2845,0000012210,http://www.boxofficemojo.com/movies/?id=the40-year-oldvirgin.htm,http://www.metacritic.com/movie/the 40 year old virgin,5/9/2017,1.22928716904277,Metacritic
421342,42,42,2013,42,2013,2013,April,12,4/12/2013,Friday,15,95020213,98657469.6062718,69450,7.5,62,244,WB,3405,PG-13,40000000,USA,English,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27487144,28539317.9843032,3003,0000002311,http://www.boxofficemojo.com/movies/?id=42.htm,http://www.metacritic.com/movie/42,5/9/2017,1.03827876713212,Metacritic
44inchc09hest,44 Inch Chest,44 Inch Chest,2010,44 Inch Chest,2009,2010,January,15,1/15/2010,Friday,3,39033,43490.4505392571,6021,5.8,47,324,Imag.,5,R,-1,UK,English,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4185,4662.91434188484,1,0000121100,http://www.boxofficemojo.com/movies/?id=44inchchest.htm,http://www.metacritic.com/movie/44 inch chest,5/9/2017,1.11419697536077,Metacritic
45365095365,45365,45365,2010,45365,2009,2010,February,26,2/26/2010,Friday,9,853,950.173229799622,163,7.4,88,9,7Arts,1, ,-1,USA,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,119.189373491864,1,0000011112,http://www.boxofficemojo.com/movies/?id=45365.htm,http://www.metacritic.com/movie/45365,5/9/2017,1.11391937842863,Metacritic
45years15ears,45 Years,45 Years,2015,45 Years,2015,2015,December,23,12/23/2015,Wednesday,51,4247285,4335400.11466018,22691,7.1,94,2,IFC,251,R,-1,UK,English,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65775,67139.582707959,3,0000012210,http://www.boxofficemojo.com/movies/?id=45years.htm,http://www.metacritic.com/movie/45 years,5/9/2017,1.02074622132967,Metacritic
47ronin13onin,47 Ronin,47 Ronin,2013,47 Ronin,2013,2013,December,25,12/25/2013,Wednesday,52,38362475,39742410.6698591,123069,6.3,28,593,Uni.,2690,PG-13,175000000,USA,English,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9910310,10266793.5237654,2689,0000122100,http://www.boxofficemojo.com/movies/?id=47ronin.htm,http://www.metacritic.com/movie/47 ronin,5/9/2017,1.03597097606083,Metacritic
49up0649up,49 Up,49 Up,2006,49 Up,2005,2006,October,6,10/6/2006,Friday,40,241772,289254.199722497,2162,8.2,84,18,FRun,21, ,-1,UK,English,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53277,63740.201506442,21,0000001322,http://www.boxofficemojo.com/movies/?id=49up.htm,http://www.metacritic.com/movie/49 up,5/9/2017,1.19639246778989,Metacritic
"4luni,307zile","4 Months, 3 Weeks, 2 Days","4 Months, 3 Weeks and 2 Days",2008,"4 luni, 3 saptamâni si 2 zile",2007,2008,January,25,1/25/2008,Friday,4,1198208,1370502.90816752,47248,7.9,97,1,IFC,47, ,655519,Romania,Romanian,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51712,59147.8661360622,2,0000001211,http://www.boxofficemojo.com/movies/?id=4months3weeks2days.htm,"http://www.metacritic.com/movie/4 months, 3 weeks and 2 days",5/9/2017,1.14379382224749,Metacritic
